Fish_ID;Capture_Year;Capture_Qtr;Year_Class;Age_Capture;Decades;Decade;ICES_SD;TL_mm;Oto_Dors_L;Age;Ages;New L_age;Cal_Year;Annulus_Width;Cum_Ann_Width;Avg_MnMg06;Mg ESF06;Avg_SrCa;New_Salinity_class;SMHI year;SMHI hypox;Decade_anox_ch;Decade_anox;Year_hyp;Hypoxic volume 2;Hypoxic volume 0;Temp_year;T BY15 Annual. 30-90 m;T BY15 Q4. 30-90 m;BY15 Q4 salinitet 30_90m;Mean annual sal BY15 30_90 m ;O sat year;Neo year;Neo mean MnMg
Hypoxolith_C91_05_05;1996;3;1994;2;1990s;1990s;25;333.1565;2755;0;1;158.565657;1994;1299;1299;1.120086689;0.058294602;3.723565439;2;;;;;;;;;;;;;;;
Ajvide 59;Neolithic;4;Neolithic;3;Neolithic;Neolithic;27;332.2304;2748;0;1;95.5880298;Neolithic;774;774;0.16067509;0.129418704;4.124889674;3;;;;;;;;;;;;;;;
Ajvide 22;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;331.4366;2742;0;1;123.6126379;Neolithic;1008;1008;0.178069042;0.09168039;4.289377969;3;;;;;;;;;;;;;;;
1948_SD28_116;1948;2;1945;3;1940s;1940s;28;330;3174;0;1;97.65802781;1945;919;919;0.163151033;0.166433706;2.414002941;1;;;;;;;;;;;;;;;
1999_SD25_Q1_489;1999;1;1995;4;1990s;1990s;25;330;3011;0;1;75.04431856;1995;664;664;0.412619938;0.048963743;2.835502156;1;;;;;;;;;;;;;;;
1999_SD28_Q1_1279;1999;1;1997;2;1990s;1990s;28;330;2550;0;1;156.603937;1997;1199;1199;0.697260768;0.077769761;3.199445144;2;;;;;;;;;;;;;;;
2004_SD25_326;2004;1;2001;3;2000s;2000s;25;330;2861;0;1;91.70326201;1995;777;777;0.976118618;0.042126325;2.722529284;1;;;;;;;;;;;;;;;
2004_SD28_496;2004;1;2001;3;2000s;2000s;28;330;2976;0;1;73.90424815;2001;646;646;0.639272366;0.056996127;2.496403844;1;;;;;;;;;;;;;;;
2018_SD25_Q1_250;2018;1;2014;4;2010s;2010s;25;330;3385;0;1;102.1380741;2014;1026;1026;0.568019089;0.060078153;2.579855269;1;;;;;;;;;;;;;;;
301 SD28 1989;1989;1;1986;3;1980s;1980s;28;330;2474;0;1;91.85064935;1986;674;674;0.77144276;0.044909015;2.981964294;1;;;;;;;;;;;;;;;
Hypoxolith_C05_00_10;2005;4;2004;1;2000s;2000s;25;150;1465;1;2;150;2005;760;1465;1.461808377;0.046535755;3.329994115;2;;;;;;;;;;;;;;;
BITS-2019-148;2019;4;2015;4;2010s;2010s;25;330;3611;0;1;47.7485257;2015;542;542;1.1114612;0.061477988;3.114111469;2;;;;;;;;;;;;;;;
BITS-2019-65;2019;4;2015;4;2010s;2010s;25;330;2781;0;1;52.14664958;2015;464;464;1.175130192;0.07755583;2.797493524;1;;;;;;;;;;;;;;;
T 387 SD28 1968;1968;4;1965;3;1960s;1960s;28;330;2868;0;1;103.693492;1965;884;884;0.528697162;0.057479854;3.048352159;2;;;;;;;;;;;;;;;
Ajvide 86;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;325.0862;2694;0;1;112.2649072;Neolithic;915;915;0.130527091;0.137639743;3.568989837;2;;;;;;;;;;;;;;;
Gotland-95;2013;4;2007;7;2010s;2010s;28;325;3160;0;1;94.08380952;2007;894;894;0.692933314;0.047681209;2.841500223;1;;;;;;;;;;;;;;;
Ö 9653 SD28 1958;1958;4;1955;4;1950s;1950s;28;325;3642;0;1;64.89454846;1955;699;699;0.560045698;0.0465476;3.058482402;2;;;;;;;;;;;;;;;
Hypoxolith_C91_02_03;1993;3;1991;2;1990s;1990s;25;324;2801;0;1;133.215335;1991;1137;1137;0.788401427;0.052107866;2.525651012;1;;;;;;;;;;;;;;;
Ajvide 97;Neolithic;2;Neolithic;2;Neolithic;Neolithic;27;322.7048;2676;0;1;140.3999163;Neolithic;1151;1151;0.204611903;0.100518448;3.382718825;2;;;;;;;;;;;;;;;
Hypoxolith_C88_02_05;1990;4;1988;2;1980s;1980s;25;322;3024;0;1;83.23623092;1988;761;761;0.85120439;0.056026667;2.483876098;1;;;;;;;;;;;;;;;
1967_SD25_Ö14293;1967;2;1964;3;1960s;1960s;25;320;2993;0;1;99.8699296;1963;915;915;0.839758127;0.064741057;2.72034948;1;;;;;;;;;;;;;;;
1999_SD25_Q1_538;1999;1;1997;2;1990s;1990s;25;320;2494;0;1;129.8148148;1997;999;999;0.731128904;0.061635689;3.024009158;2;;;;;;;;;;;;;;;
2004_SD28_445;2004;1;2001;3;2000s;2000s;28;320;2329;0;1;116.6916774;2001;837;837;0.893382524;0.055016417;2.933357516;1;;;;;;;;;;;;;;;
Hypoxolith_C05_00_26;2005;4;2004;1;2000s;2000s;25;180;1762;1;2;180;2005;797;1762;5.104519863;0.039379452;2.555433496;1;;;;;;;;;;;;;;;
2017_Q1_SD28_SWEBITS_nr_276;2017;1;2014;3;2010s;2010s;28;320;2923;0;1;62.57878476;2014;550;550;0.638725331;0.058786771;2.701498949;1;;;;;;;;;;;;;;;
Hypoxolith_C05_01_01;2006;4;2005;1;2000s;2000s;25;250;2133;1;2;250;2006;1206;2133;0.673076118;0.109274568;3.188996456;2;;;;;;;;;;;;;;;
BITS-2019-145;2019;4;2017;2;2010s;2010s;25;320;2581;0;1;96.70881075;2017;801;801;0.597807339;0.048692354;2.73349953;1;;;;;;;;;;;;;;;
BITS-2019-80;2019;4;2017;2;2010s;2010s;25;320;2730;0;1;124.761194;2017;1082;1082;1.434820543;0.074950019;3.733715505;2;;;;;;;;;;;;;;;
Hypoxolith_C05_01_03;2006;4;2004;2;2000s;2000s;25;250;2393;2;3;246.180444817457;2006;520;2356;0.243398336;0.092826918;5.499230683;4;;;;;;;;;;;;;;;
Hypoxolith_C05_01_03;2006;4;2004;2;2000s;2000s;25;250;2393;1;2;192.500209819555;2005;927;1836;0.265846263;0.082031034;3.911324397;2;;;;;;;;;;;;;;;
Hypoxolith_C05_01_26;2006;4;2003;3;2000s;2000s;25;320;3247;0;1;140.6697559;2003;1410;1410;0.531331248;0.107500674;2.480682252;1;;;;;;;;;;;;;;;
Hypoxolith_C05_01_04;2006;4;2005;1;2000s;2000s;25;270;2653;1;2;200.858115777526;2006;1261;1966;0.64014103;0.067364903;2.843522828;1;;;;;;;;;;;;;;;
Hypoxolith_C88_02_20;1990;4;1988;2;1980s;1980s;25;318;2444;0;1;165.2571898;1988;1260;1260;0.474056114;0.081934704;3.277068673;2;;;;;;;;;;;;;;;
Hypoxolith_C05_01_05;2006;4;2005;1;2000s;2000s;25;230;1781;1;2;189.674760022586;2006;964;1465;0.519926689;0.076307315;3.158597261;2;;;;;;;;;;;;;;;
Hypoxolith_C88_02_06;1990;4;1988;2;1980s;1980s;25;315;2486;0;1;172.8142165;1988;1354;1354;0.792935289;0.058878607;3.244978669;2;;;;;;;;;;;;;;;
Hypoxolith_C88_02_07;1990;4;1988;2;1980s;1980s;25;315;2801;0;1;153.7613759;1988;1354;1354;0.661971505;0.053393665;2.883148278;1;;;;;;;;;;;;;;;
Hypoxolith_C05_01_07;2006;4;2005;1;2000s;2000s;25;260;2634;1;2;194.829268292683;2006;1113;1966;0.494696265;0.059323489;3.580474377;2;;;;;;;;;;;;;;;
Hypoxolith_C88_02_12;1990;4;1989;1;1980s;1980s;25;312;2388;0;1;153.72582;1989;1166;1166;0.607010563;0.16505519;3.402374232;2;;;;;;;;;;;;;;;
1 SD25 1949;1949;2;1945;4;1940s;1940s;25;310;3433;0;1;52.89921122;1945;557;557;0.526050434;0.067552476;2.861277579;1;;;;;;;;;;;;;;;
1939 SD25 514;1939;2;1936;3;1930s;1930s;25;310;3397;0;1;59.02037201;1936;619;619;0.311786784;0.060350102;3.117098472;2;;;;;;;;;;;;;;;
1999_SD28_Q1_1274;1999;1;1997;2;1990s;1990s;28;310;2727;0;1;132.5042326;1997;1151;1151;0.565235929;0.059639767;2.993436711;1;;;;;;;;;;;;;;;
2004_SD28_495;2004;1;2002;2;2000s;2000s;28;310;2228;0;1;95.05500451;2002;670;670;0.680980664;0.055158846;2.780193917;1;;;;;;;;;;;;;;;
328 SD28 1989;1989;1;1987;2;1980s;1980s;28;310;3142;0;1;113.3275862;1987;1129;1129;0.442665751;0.054418381;2.928659937;1;;;;;;;;;;;;;;;
Hypoxolith_C05_01_22;2006;4;2005;1;2000s;2000s;25;190;1317;1;2;190;2006;501;1317;0.893445615;0.053767259;2.388854258;1;;;;;;;;;;;;;;;
BITS-2019-185;2019;4;2015;4;2010s;2010s;25;310;3025;0;1;86.01596639;2015;858;858;1.471658526;0.05382161;3.526968806;2;;;;;;;;;;;;;;;
Hypoxolith_C05_01_23;2006;4;2003;3;2000s;2000s;25;410;3264;2;3;361.838967424708;2006;1070;2878;0.249713548;0.109881587;2.438182707;1;;;;;;;;;;;;;;;
Hypoxolith_C05_01_23;2006;4;2003;3;2000s;2000s;25;410;3264;1;2;228.335586969883;2004;1317;1808;0.759451762;0.102955853;2.751556624;1;;;;;;;;;;;;;;;
Cod 1994-310;1994;1;1990;4;1990s;1990s;25;310;3339;0;1;71.28507059;1990;742;742;0.390921221;0.107572241;2.631808835;1;;;;;;;;;;;;;;;
Hypoxolith_C05_01_24;2006;4;2005;1;2000s;2000s;25;170;1457;1;2;151.874222529371;2006;527;1299;0.423150478;0.094449538;3.947293889;2;;;;;;;;;;;;;;;
Hypoxolith_C88_02_18;1990;4;1988;2;1980s;1980s;25;310;2952;0;1;108.5309313;1988;1015;1015;0.61445035;0.078200921;2.944052821;1;;;;;;;;;;;;;;;
Hypoxolith_C05_01_25;2006;4;2005;1;2000s;2000s;25;180;1562;1;2;173.989690721649;2006;737;1509;0.502358144;0.116077296;4.495637046;3;;;;;;;;;;;;;;;
T 3489 SD25 1969;1969;2;1966;2;1960s;1960s;25;310;2577;0;1;156.8211921;1966;1292;1292;0.529864556;0.077138285;3.361029202;2;;;;;;;;;;;;;;;
Hypoxolith_C05_01_26;2006;4;2003;3;2000s;2000s;25;320;3247;3;4;326.052517763361;2006;414;3309;0.285358213;0.102924661;6.446808336;4;;;;;;;;;;;;;;;
Hypoxolith_C05_01_26;2006;4;2003;3;2000s;2000s;25;320;3247;2;3;285.637318504788;2005;489;2895;0.246572047;0.102454804;3.963438312;2;;;;;;;;;;;;;;;
Hypoxolith_C05_01_26;2006;4;2003;3;2000s;2000s;25;320;3247;1;2;237.900525177634;2004;996;2406;0.533754721;0.108544181;2.92890336;1;;;;;;;;;;;;;;;
Ö 14170 SD28 1967;1967;2;1965;2;1960s;1960s;28;310;2631;0;1;60.38992751;1965;493;493;0.352710459;0.050657836;3.178965556;2;;;;;;;;;;;;;;;
Hypoxolith_C05_01_27;2006;4;2005;1;2000s;2000s;25;270;2703;1;2;233.552172298552;2006;1334;2334;0.784533373;0.109362846;2.967678879;1;;;;;;;;;;;;;;;
Hypoxolith_C91_02_18;1993;3;1991;2;1990s;1990s;25;306;2984;0;1;122.403497;1991;1176;1176;0.625594197;0.102561505;2.626871384;1;;;;;;;;;;;;;;;
2004_SD28_485;2004;1;2002;2;2000s;2000s;28;300;2709;0;1;60.58984809;2002;526;526;0.24913056;0.060636942;2.618867031;1;;;;;;;;;;;;;;;
2018_SD25_173;2018;1;2014;4;2010s;2010s;25;300;3106;0;1;86.50904393;2014;873;873;1.074318829;0.062490927;2.981025436;1;;;;;;;;;;;;;;;
Hypoxolith_C05_01_30;2006;4;2004;2;2000s;2000s;25;230;2088;1;2;159.415784408085;2005;737;1439;0.380558431;0.112732312;2.833258662;1;;;;;;;;;;;;;;;
2020_SD25-899;2020;1;2017;2;2010s;2010s;25;300;2705;0;1;62.56026365;2017;586;586;0.881787981;0.048900597;3.424261355;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_01;2007;4;2004;3;2000s;2000s;25;370;3525;3;4;339.074822190612;2007;798;3228;0.22393008;0.064197529;5.439053833;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_01;2007;4;2004;3;2000s;2000s;25;370;3525;2;3;255.98293029872;2006;519;2430;0.185612203;0.063484071;5.10236324;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_01;2007;4;2004;3;2000s;2000s;25;370;3525;1;2;201.941963015647;2005;1095;1911;0.388703435;0.068503186;3.78878973;2;;;;;;;;;;;;;;;
30 SD25 1949;1949;2;1947;2;1940s;1940s;25;300;2460;0;1;109.5934694;1947;884;884;0.667153909;0.079146709;3.928954451;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_02;2007;4;2004;3;2000s;2000s;25;390;4100;3;4;381.222982885086;2007;612;4007;0.28737835;0.05856981;7.540089423;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_02;2007;4;2004;3;2000s;2000s;25;390;4100;2;3;323.464547677262;2006;854;3395;0.36461467;0.063542619;6.936232738;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_02;2007;4;2004;3;2000s;2000s;25;390;4100;1;2;242.866992665037;2005;1539;2541;0.383481948;0.068436922;4.74807067;4;;;;;;;;;;;;;;;
BITS-2019-54;2019;4;2018;1;2010s;2010s;25;300;2318;0;1;77.00617284;2018;618;618;1.24770565;0.081218701;3.149990679;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_03;2007;4;2005;2;2000s;2000s;25;440;3988;2;3;401.419808949221;2007;1633;3636;0.385573978;0.077249064;2.749152109;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_03;2007;4;2005;2;2000s;2000s;25;440;3988;1;2;222.438411261941;2006;1261;2003;0.586340169;0.080689727;2.548279263;1;;;;;;;;;;;;;;;
SW 432 SD25 1970;1970;2;1967;3;1960s;1960s;25;300;2648;0;1;86.13495072;1967;742;742;0.844586874;0.072356964;3.039961862;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_04;2007;4;2003;4;2000s;2000s;25;370;3228;4;5;365.791796146675;2007;501;3191;0.598859258;0.056762112;10.79320835;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_04;2007;4;2003;4;2000s;2000s;25;370;3228;3;4;308.810441267868;2006;520;2690;0.518543302;0.065574556;7.868570841;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_04;2007;4;2003;4;2000s;2000s;25;370;3228;2;3;249.668116842759;2005;890;2170;0.600985062;0.065890249;6.150995243;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_04;2007;4;2003;4;2000s;2000s;25;370;3228;1;2;148.4437538844;2004;686;1280;0.642313589;0.067882812;2.825496841;1;;;;;;;;;;;;;;;
Hypoxolith_C88_02_11;1990;4;1988;2;1980s;1980s;25;298;2312;0;1;62.74891399;1988;470;470;0.365835046;0.280262219;2.846859018;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_05;2007;4;2005;2;2000s;2000s;25;450;3191;2;3;395.31908204967;2007;890;2801;0.105605419;0.068570032;5.603471608;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_05;2007;4;2005;2;2000s;2000s;25;450;3191;1;2;270.534423137378;2006;928;1911;0.212736912;0.070113307;3.462119469;2;;;;;;;;;;;;;;;
Hypoxolith_C91_02_19;1993;3;1991;2;1990s;1990s;25;298;2457;0;1;68.1585615;1991;544;544;0.533584921;0.109897176;2.444867416;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_06;2007;4;2004;3;2000s;2000s;25;430;3005;3;4;430;2007;315;3005;0.086628683;0.067636597;3.334972181;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_06;2007;4;2004;3;2000s;2000s;25;430;3005;2;3;385.195325542571;2006;1002;2690;0.112462726;0.073271155;4.459066197;3;;;;;;;;;;;;;;;
Hypoxolith_C05_02_06;2007;4;2004;3;2000s;2000s;25;430;3005;1;2;242.673789649416;2005;853;1688;0.247185633;0.072726478;4.000719681;2;;;;;;;;;;;;;;;
Ajvide_34;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;296.2448;2476;0;1;95.25243147;Neolithic;780;780;0.263283818;0.113775627;5.647553041;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_07;2007;4;2005;2;2000s;2000s;25;400;3617;2;3;344.996950374272;2007;1038;3116;0.186876451;0.075968637;5.61171025;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_07;2007;4;2005;2;2000s;2000s;25;400;3617;1;2;231.038536179651;2006;1243;2078;0.466311857;0.080837015;4.726172712;4;;;;;;;;;;;;;;;
Hypoxolith_C91_02_11;1993;3;1991;2;1990s;1990s;25;295;2578;0;1;93.29439252;1991;798;798;0.243209713;0.07185173;2.383545522;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_11;2007;4;2005;2;2000s;2000s;25;500;2832;1;2;500;2006;1350;2832;0.629923633;0.044656586;5.581769874;4;;;;;;;;;;;;;;;
Gotland-93;2013;4;2011;3;2010s;2010s;28;294;2922;0;1;82.17651099;2011;795;795;0.597788605;0.05715167;2.472286572;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_17;2007;4;2004;3;2000s;2000s;25;500;3365;3;4;500;2007;507;3365;0.343700511;0.049768639;5.043095926;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_17;2007;4;2004;3;2000s;2000s;25;500;3365;2;3;425.045603576751;2006;884;2858;0.46048262;0.046479275;5.004898289;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_17;2007;4;2004;3;2000s;2000s;25;500;3365;1;2;294.355886736215;2005;1222;1974;0.798192006;0.035697309;3.737125634;2;;;;;;;;;;;;;;;
Hypoxolith_C91_02_10;1993;3;1991;2;1990s;1990s;25;291;2523;0;1;60.07520891;1991;501;501;0.333288411;0.075079965;2.180549355;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_18;2007;4;2005;2;2000s;2000s;25;420;3328;1;2;335.11995177818;2006;1448;2651;0.446030858;0.049202326;5.014893934;4;;;;;;;;;;;;;;;
1999_SD25_Q1_108;1999;1;1997;2;1990s;1990s;25;290;2506;0;1;137.1458333;1997;1172;1172;0.761685482;0.056331076;2.910821729;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_19;2007;4;2004;3;2000s;2000s;25;440;3534;3;4;402.883087400681;2007;1016;3234;0.279220757;0.032378141;4.01051054;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_19;2007;4;2004;3;2000s;2000s;25;440;3534;2;3;277.180476730987;2006;601;2218;0.462175538;0.039681086;3.612529052;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_19;2007;4;2004;3;2000s;2000s;25;440;3534;1;2;202.822928490352;2005;752;1617;1.326044047;0.038252165;3.898684268;2;;;;;;;;;;;;;;;
1999_SD28Q1_1285;1999;1;1996;3;1990s;1990s;28;290;2691;0;1;101.5024245;1996;924;924;0.719858323;0.065730265;2.563883644;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_20;2007;4;2005;2;2000s;2000s;25;430;3158;1;2;333.378653113088;2006;1429;2444;0.413848766;0.04828677;4.080084572;3;;;;;;;;;;;;;;;
2019_SD25-181;2019;4;2016;3;2010s;2010s;25;290;2528;0;1;75.24515738;2016;677;677;1.702122218;0.054856328;2.724120379;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_21;2007;4;2005;2;2000s;2000s;25;460;3177;2;3;460;2007;1297;3177;0.256542525;0.039962639;4.05707586;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_21;2007;4;2005;2;2000s;2000s;25;460;3177;1;2;273.25165772024;2006;1278;1880;0.927044612;0.043945488;3.730679251;2;;;;;;;;;;;;;;;
358 SD28 1989;1989;1;1987;2;1980s;1980s;28;290;2794;0;1;125.529454;1987;1193;1193;0.610455615;0.070200865;2.909064837;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_22;2007;4;2005;2;2000s;2000s;25;460;3335;1;2;353.988571428571;2006;1807;2562;0.515135617;0.065778328;3.133525198;2;;;;;;;;;;;;;;;
9 SD25 1949;1949;2;1947;2;1940s;1940s;25;290;2872;0;1;103.0307477;1947;1001;1001;0.566842049;0.066091883;3.037978448;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_23;2007;4;2003;4;2000s;2000s;25;460;3457;3;4;439.098346388164;2006;566;3299;0.21085207;0.0419363;4.91020032;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_23;2007;4;2003;4;2000s;2000s;25;460;3457;2;3;364.222802436902;2005;715;2733;0.282808285;0.050601364;3.719233147;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_23;2007;4;2003;4;2000s;2000s;25;460;3457;1;2;269.636205395997;2004;1193;2018;0.579697611;0.056273375;3.328548496;2;;;;;;;;;;;;;;;
BITS-2019-56;2019;4;2017;2;2010s;2010s;25;290;2262;0;1;84.90280289;2017;684;684;1.070327559;0.065791303;2.766686604;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_24;2007;4;2005;2;2000s;2000s;25;450;3212;1;2;352.219862585884;2006;1439;2510;0.719139414;0.06955231;3.334113819;2;;;;;;;;;;;;;;;
Hypoxolith_C88_01_14;1989;4;1988;1;1980s;1980s;25;290;2226;0;1;122.349278;1988;927;927;1.023957738;0.057083796;2.733970724;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_25;2007;4;2004;3;2000s;2000s;25;420;3282;2;3;348.547677261614;2006;789;2720;0.200712506;0.057125397;5.134943918;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_25;2007;4;2004;3;2000s;2000s;25;420;3282;1;2;248.234718826406;2005;1106;1931;0.325769786;0.052495685;4.644972707;4;;;;;;;;;;;;;;;
Hypoxolith_C88_02_01;1990;4;1988;2;1980s;1980s;25;290;2337;0;1;107.6089385;1988;853;853;1.160332671;0.057580994;2.766224425;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_26;2007;4;2004;3;2000s;2000s;25;470;3299;2;3;470;2006;895;3299;0.156968176;0.077153978;3.33071089;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_26;2007;4;2004;3;2000s;2000s;25;470;3299;1;2;343.192459714199;2005;1298;2404;0.37342507;0.072771516;2.800509639;1;;;;;;;;;;;;;;;
Hypoxolith_C88_02_04;1990;4;1988;2;1980s;1980s;25;289;2319;0;1;82.87180598;1988;649;649;1.41220137;0.061493854;2.628070676;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_27;2007;4;2005;2;2000s;2000s;25;460;3212;1;2;362.448469706433;2006;1474;2527;0.382045511;0.071847666;3.912019147;2;;;;;;;;;;;;;;;
Hypoxolith_C91_02_09;1993;3;1991;2;1990s;1990s;25;287;2745;0;1;54.80548446;1991;501;501;0.186542402;0.12407838;2.494500061;1;;;;;;;;;;;;;;;
Hypoxolith_C05_02_28;2007;4;2004;3;2000s;2000s;25;420;3492;2;3;352.97645031591;2006;790;2931;0.155815155;0.058559169;4.703626603;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_28;2007;4;2004;3;2000s;2000s;25;420;3492;1;2;258.593911545089;2005;1193;2141;0.180392586;0.05912576;3.499564603;2;;;;;;;;;;;;;;;
1976_SD25-146;1976;4;1973;4;1970s;1970s;25;285.5609;2393;0;1;54.32805211;1973;479;479;0.934436413;0.223773199;3.123822171;2;;;;;;;;;;;;;;;
Hypoxolith_C05_02_29;2007;4;2005;2;2000s;2000s;25;440;3264;1;2;334.282728948986;2006;1633;2475;0.470026663;0.078586141;2.75350293;1;;;;;;;;;;;;;;;
Hypoxolith_C88_02_22;1990;4;1988;2;1980s;1980s;25;283;2012;0;1;128.3096903;1988;902;902;0.702722825;0.095326292;2.897844256;1;;;;;;;;;;;;;;;
Hypoxolith_C05_05_01;2010;1;2006;4;2000s;2000s;25;790;4598;3;4;760.019616390584;2009;1194;4423;0.06895171;0.084033144;3.947255946;2;;;;;;;;;;;;;;;
Hypoxolith_C05_05_01;2010;1;2006;4;2000s;2000s;25;790;4598;2;3;555.467741935484;2008;1193;3229;0.170546436;0.081597146;4.426164532;3;;;;;;;;;;;;;;;
Hypoxolith_C05_05_01;2010;1;2006;4;2000s;2000s;25;790;4598;1;2;351.087183958152;2007;1650;2036;0.710229113;0.09395774;2.999164705;1;;;;;;;;;;;;;;;
Hypoxolith_C88_02_13;1990;4;1988;2;1980s;1980s;25;281;2087;0;1;110.4256139;1988;808;808;0.369112549;0.178809374;3.202532252;2;;;;;;;;;;;;;;;
Hypoxolith_C05_05_02;2010;1;2004;6;2000s;2000s;25;820;5581;5;6;820;2009;386;5581;0.298411872;0.08401776;4.535002613;3;;;;;;;;;;;;;;;
Hypoxolith_C05_05_02;2010;1;2004;6;2000s;2000s;25;820;5581;4;5;763.461497038234;2008;614;5195;0.168293236;0.0846597;5.708444457;4;;;;;;;;;;;;;;;
Hypoxolith_C05_05_02;2010;1;2004;6;2000s;2000s;25;820;5581;3;4;673.527194399569;2007;1176;4581;0.175794432;0.084404818;4.597968605;3;;;;;;;;;;;;;;;
Hypoxolith_C05_05_02;2010;1;2004;6;2000s;2000s;25;820;5581;2;3;501.275175013463;2006;1088;3405;0.274438147;0.099892479;2.786364964;1;;;;;;;;;;;;;;;
Hypoxolith_C05_05_02;2010;1;2004;6;2000s;2000s;25;820;5581;1;2;341.912762520194;2005;1580;2317;0.510434634;0.10096601;2.72781183;1;;;;;;;;;;;;;;;
1939_SD25_510;1939;2;1937;2;1930s;1930s;25;280;2485;0;1;144.3975758;1937;1269;1269;0.659964537;0.061082669;3.517951047;2;;;;;;;;;;;;;;;
Hypoxolith_C05_05_03;2010;1;2005;5;2000s;2000s;25;730;4932;4;5;724.6899634295;2009;807;4896;0.109451949;0.081514689;3.266585184;2;;;;;;;;;;;;;;;
Hypoxolith_C05_05_03;2010;1;2005;5;2000s;2000s;25;730;4932;3;4;605.656643640796;2008;912;4089;0.163876053;0.086645549;4.165282284;3;;;;;;;;;;;;;;;
Hypoxolith_C05_05_03;2010;1;2005;5;2000s;2000s;25;730;4932;2;3;471.135717188135;2007;948;3177;0.224410504;0.088619334;6.426048668;4;;;;;;;;;;;;;;;
Hypoxolith_C05_05_03;2010;1;2005;5;2000s;2000s;25;730;4932;1;2;331.304754164974;2006;1369;2229;0.52096466;0.084794783;2.886038975;1;;;;;;;;;;;;;;;
1999_SD25_Q1_112;1999;1;1997;2;1990s;1990s;25;280;2374;0;1;119.4670051;1997;999;999;0.568751223;0.052674825;2.899757179;1;;;;;;;;;;;;;;;
Hypoxolith_C05_05_04;2010;1;2006;4;2000s;2000s;25;265.6835;2245;3;4;265.6835;2009;279;2245;0.170249398;0.05504471;3.128772591;2;;;;;;;;;;;;;;;
Hypoxolith_C05_05_04;2010;1;2006;4;2000s;2000s;25;265.6835;2245;2;3;233.016969127517;2008;463;1966;0.329817635;0.056061606;2.825488837;1;;;;;;;;;;;;;;;
Hypoxolith_C05_05_04;2010;1;2006;4;2000s;2000s;25;265.6835;2245;1;2;178.806919686801;2007;909;1503;0.585672024;0.060826958;2.627763775;1;;;;;;;;;;;;;;;
2004_SD28_497;2004;1;2002;2;2000s;2000s;28;280;2248;0;1;86.13404826;2002;676;676;0.781155234;0.069696555;2.667028172;1;;;;;;;;;;;;;;;
Hypoxolith_C05_05_05;2010;1;2006;4;2000s;2000s;25;690;4916;3;4;627.776192417448;2009;1058;4471;0.211663309;0.06856791;4.759734588;4;;;;;;;;;;;;;;;
Hypoxolith_C05_05_05;2010;1;2006;4;2000s;2000s;25;690;4916;2;3;479.837342030167;2008;909;3413;0.224697353;0.072030524;5.42626053;4;;;;;;;;;;;;;;;
Hypoxolith_C05_05_05;2010;1;2006;4;2000s;2000s;25;690;4916;1;2;352.73298002446;2007;1224;2504;0.35454461;0.071154489;2.996511838;1;;;;;;;;;;;;;;;
